"icao","iata","name","city","country","latitude","longitude"
"AYTH","TFB","Tifalmin Airport","Tifalmin","Papua New Guinea","-5.1173","141.419"
"AYTI","TPI","Tapini Airport","Tapini","Papua New Guinea","-8.356666667","146.9891667"
"AYTJ","TAJ","Tadji Airport","Aitape","Papua New Guinea","-3.198191804","142.4309635"
"AYTK","RAB","Tokua Airport","Tokua","Papua New Guinea","-4.340459824","152.3800049"
"AYTN","TKW","Tekin Airport","Tekin","Papua New Guinea","-5.243666667","142.1651944"
"AYTO","KDQ","Kamberatoro Airport","Kamberatoro Mission","Papua New Guinea","-3.600556","141.051667"
"AYTP","TEP","Tep Tep Airport","Teptep","Papua New Guinea","-5.9553","146.5595"
"AYTR","TBQ","Tarabo Airport","Tarabo","Papua New Guinea","-6.466666667","145.5322222"
"AYTS","TSW","Tsewi Airport","Tsewi","Papua New Guinea","-7.0695","146.1272"
"AYTT","TRJ","Tarakbits Airport","Tarakbits","Papua New Guinea","-5.614","141.0421"
"AYTU","TFI","Tufi Airport","Tufi","Papua New Guinea","-9.075954437","149.3198395"
"AYTV","TBE","Timbunke Airport","Timbunke","Papua New Guinea","-4.196633","143.519222"
"AYTW","TWY","Tawa Airport","Tawa","Papua New Guinea","-7.4463","146.1067"
"AYTY","TEO","Terapo Airport","Terapo Mission","Papua New Guinea","-8.169722222","146.1944444"
"AYTZ","TKB","Tekadu Airport","Tekadu","Papua New Guinea","-7.6808","146.5503"
"AYUC","UMC","Umba Airport","Umba","Papua New Guinea","-7.0214","145.966"
"AYUE","URU","Uroubi Airport","Uroubi","Papua New Guinea","-9.5162","148.5591"
"AYUI","UBI","Buin Airport","Buin","Papua New Guinea","-6.729166667","155.6833333"
"AYUM","AUV","Aumo Airport","Aumo","Papua New Guinea","-5.731111111","148.4452778"
"AYUP","GLP","Gulgubip Airport","Gulgubip","Papua New Guinea","-5.2808","141.5411"
"AYUR","UPR","Upiara Airport","Upiara","Papua New Guinea","-8.5411","142.6503"
"AYUY","KUX","Kuyol Airport","","Papua New Guinea","-5.372361111","141.6238889"
"AYUZ","UVO","Uvol Airport","Uvol","Papua New Guinea","-6.0178","150.9557"
"AYVL","TLW","Talasea Airport","Talasea","Papua New Guinea","-5.2726","150.0089"
"AYVM","TCJ","Torembi Airport","Torembi","Papua New Guinea","-4.0165","143.1329"
"AYVN","VAI","Vanimo Airport","Vanimo","Papua New Guinea","-2.6926","141.3028"
"AYVO","TON","Tonu Airport","Tonu","Papua New Guinea","-6.6552","155.4326"
"AYVW","WUV","Wuvulu Island Airport","Wuvulu Island","Papua New Guinea","-1.736111111","142.8366667"
"AYWB","WAO","Wabo Airport","Wabo","Papua New Guinea","-6.989444444","145.0751111"
"AYWC","WTT","Wantoat Airport","Wantoat","Papua New Guinea","-6.1325","146.4677778"
"AYWD","WBM","Wapenamanda Airport","Wapenamanda","Papua New Guinea","-5.643300056","143.8950043"
"AYWF","WAJ","Wawoi Falls Airport","Wavoi Falls","Papua New Guinea","-6.9523","142.6557"
"AYWG","AGL","Wanigela Airport","","Papua New Guinea","-9.3375","149.1555556"
"AYWH","WNU","Wanuma Airport","Wanuma","Papua New Guinea","-4.8961","145.3213"
"AYWJ","WBC","Wapolu Airport","Wapolu","Papua New Guinea","-9.3376","150.5093"
"AYWK","WWK","Wewak International Airport","Wewak","Papua New Guinea","-3.583830118","143.6690063"
"AYWO","WOA","Wonenara Airport","Wonenara","Papua New Guinea","-6.796861111","145.8919444"
"AYWQ","WKN","Wakunai Airport","Wakunai","Papua New Guinea","-5.8603","155.2223"
"AYWS","WSU","Wasu Airport","Wasu","Papua New Guinea","-5.961709449","147.1982253"
"AYWT","WTP","Woitape Airport","Fatima Mission","Papua New Guinea","-8.545833333","147.2525"
"AYWU","WUG","Wau Airport","Wau","Papua New Guinea","-7.345555556","146.7186111"
"AYXE","YVD","Yeva Airport","Yeva","Papua New Guinea","-7.548","146.188"
"AYXI","SMJ","Sim Airport","Sim","Papua New Guinea","-7.75","146.9273"
"AYXO","TLO","Tol Airport","Tol","Papua New Guinea","-4.980830193","152.0099945"
"AYXP","WPM","Wipim Airport","Wipim","Papua New Guinea","-8.788220406","142.8820038"
"AYXW","WEP","Weam Airport","Weam","Papua New Guinea","-8.6184","141.1381"
"AYYE","KYX","Yalumet Airport","Yalumet","Papua New Guinea","-6.09","147.0117"
"AYYK","YEQ","Yenkis(Yankisa) Airport","","Papua New Guinea","-5.109722222","143.9176667"
"AYYL","TCK","Tinboli Airport","Tinboli","Papua New Guinea","-4.0949","143.3838"
"AYYM","LNF","Munbil Airport","","Papua New Guinea","-4.855941","141.220165"
"AYYO","RAX","Oram Airport","","Papua New Guinea","-9.632916667","148.0480556"
"AYYP","KPE","Yapsiei Airport","","Papua New Guinea","-4.628055556","141.0941667"
"AYYR","KSX","Yasuru Airport","Yasuru","Papua New Guinea","-6.6015","146.1813"
"AYZA","ZEN","Zenag Airport","Zenag","Papua New Guinea","-6.952222222","146.61625"
"AYZI","SWR","Silur Airport","Silur Mission","Papua New Guinea","-4.529888889","153.0544444"
"AYZM","WUM","Wasum Airport","Wasum","Papua New Guinea","-6.0491","149.337"
"AYZN","SIZ","Sissano Airport","Sissano","Papua New Guinea","-2.999444444","142.0445"
"AYZS","OSG","Ossima Airport","Ossima","Papua New Guinea","-2.915555556","141.2973056"
"BGAA","JEG","Aasiaat Airport","Aasiaat","Greenland","68.72180176","-52.78469849"
"BGAG","","Aappilattoq (Qaasuitsup) Heliport","Aappilattoq","Greenland","72.88702982","-55.59628665"
"BGAM","","Tasiilaq Heliport","Angmagssalik","Greenland","65.612296","-37.618335"
"BGAP","LLU","Alluitsup Paa Heliport","Alluitsup Paa","Greenland","60.46445","-45.56917"
"BGAQ","","Aappilattoq (Kujalleq) Heliport","Aappilattoq","Greenland","60.148357","-44.286916"
"BGAS","","Ammassivik Heliport","Ammassivik","Greenland","60.597376","-45.382445"
"BGAT","QGQ","Attu Heliport","Attu","Greenland","67.94066286","-53.62186968"
"BGBW","UAK","Narsarsuaq Airport","Narssarssuaq","Greenland","61.16049957","-45.42599869"
"BGCH","JCH","Qasigiannguit Heliport","Qasigiannguit","Greenland","68.82281555","-51.17344737"
"BGCO","CNP","Neerlerit Inaat Airport","Neerlerit Inaat","Greenland","70.74310303","-22.65049934"
"BGET","QFG","Eqalugaarsuit Heliport","Eqalugaarsuit","Greenland","60.61971965","-45.91406196"
"BGFD","","Narsaq Kujalleq Heliport","Narsaq Kujalleq","Greenland","60.004694","-44.656935"
"BGFH","JFR","Paamiut Heliport","Paamiut","Greenland","61.99219894","-49.66249847"
"BGGH","GOH","Godthaab / Nuuk Airport","Godthaab","Greenland","64.19090271","-51.67810059"
"BGGN","JGO","Qeqertarsuaq Heliport","Qeqertarsuaq Airport","Greenland","69.25118199","-53.51487637"
"BGIA","","Ikerasak Heliport","Ikerasak","Greenland","70.49814535","-51.3030839"
"BGIK","QRY","Ikerassaarsuk Heliport","Ikerasaarsuk","Greenland","68.14088101","-53.44145894"
"BGIL","XIQ","Ilimanaq Heliport","Ilimanaq","Greenland","69.080915","-51.11431539"
"BGIN","","Innarsuit Heliport","Innaarsuit","Greenland","73.19989534","-56.01081669"
"BGIS","","Isortoq Heliport","Isortoq","Greenland","65.54779239","-38.97655249"
"BGIT","QJI","Ikamiut Heliport","Ikamiut","Greenland","68.6342531","-51.83226228"
"BGJH","JJU","Qaqortoq Heliport","Qaqortoq","Greenland","60.71568416","-46.02991864"
"BGJN","JAV","Ilulissat Airport","Ilulissat","Greenland","69.24320221","-51.05709839"
"BGKA","QPW","Kangaatsiaq Heliport","Kangaatsiaq","Greenland","68.31265749","-53.46020758"
"BGKK","KUS","Kulusuk Airport","Kulusuk","Greenland","65.57360077","-37.12360001"
"BGKL","","Upernavik Kujalleq Heliport","Upernavik Kujalleq","Greenland","72.15274253","-55.53098559"
"BGKM","","Kuummiut Heliport","Kuummiit","Greenland","65.86393474","-36.99791908"
"BGKQ","","Kullorsuaq Heliport","Kullorsuaq","Greenland","74.57804983","-57.22682834"
"BGKS","","Kangersuatsiaq Heliport","Kangersuatsiaq","Greenland","72.38109155","-55.53658605"
"BGKT","QJE","Kitsissuarsuit Heliport","Kitsissuarsuit","Greenland","68.857926","-53.12329531"
"BGLL","","Illorsuit Heliport","Illorsuit","Greenland","71.24194404","-53.56287718"
"BGMQ","JSU","Maniitsoq Airport","Maniitsoq","Greenland","65.41249847","-52.93939972"
"BGNK","","Niaqornaarsuk Heliport","Niaqornaarsuk","Greenland","68.236381","-52.852148"
"BGNN","JNN","Nanortalik Heliport","Nanortalik","Greenland","60.14188398","-45.23297668"
"BGNQ","","Nuugaatsiaq Heliport","Nuugaatsiaq","Greenland","71.53876875","-53.20503831"
"BGNS","JNS","Narsaq Heliport","Narsaq","Greenland","60.91728273","-46.05992317"
"BGNT","","Niaqornat Heliport","Niaqornat","Greenland","70.78938469","-53.66294503"
"BGNU","","Nuussuaq Heliport","Nuussuaq","Greenland","74.10985285","-57.06503749"
"BGPT","JFR","Paamiut Airport","Paamiut","Greenland","62.01473618","-49.67093658"
"BGQE","QQT","Qeqertaq Heliport","Qeqertaq","Greenland","69.99586111","-51.30091667"
"BGQQ","NAQ","Qaanaaq Airport","Qaanaaq","Greenland","77.48860168","-69.38870239"
"BGQT","","Qassimiut Heliport","Qassimiut","Greenland","60.78095923","-47.15624928"
"BGSC","OBY","Ittoqqortoormiit Heliport","Ittoqqortoormiit","Greenland","70.48822882","-21.97167993"
"BGSF","SFJ","Kangerlussuaq Airport","Sondrestrom","Greenland","67.0122219","-50.71160316"
"BGSG","","Sermiligaaq Heliport","Sermiligaaq","Greenland","65.90591976","-36.3782537"
"BGSI","","Siorapaluk Heliport","Siorapaluk","Greenland","77.78651735","-70.63865662"
"BGSQ","","Saqqaq Heliport","Saqqaq","Greenland","70.011448","-51.932142"
"BGSS","JHS","Sisimiut Airport","Sisimiut","Greenland","66.95130157","-53.72930145"
"BGST","","Saattut Heliport","Saattut","Greenland","70.81117198","-51.63128972"
"BGSV","","Savissivik Heliport","Savissivik","Greenland","76.01861346","-65.11768341"
"BGTA","","Tasiusaq (Qaasuitsup) Heliport","Tasiusaq","Greenland","73.3730545","-56.06027985"
"BGTL","THU","Thule Air Base","Thule","Greenland","76.53119659","-68.70320129"
"BGTN","","Tiniteqilaaq Heliport","Tiniteqilaaq","Greenland","65.89202734","-37.78340936"
"BGTQ","","Tasiusaq (Kujalleq) Heliport","Tasiusaq","Greenland","60.19430531","-44.813447"
"BGUK","JUV","Upernavik Airport","Upernavik","Greenland","72.79019928","-56.13059998"
"BGUM","UMD","Uummannaq Heliport","Uummannaq","Greenland","70.68042793","-52.11163044"
"BGUQ","JQA","Qaarsut Airport","Uummannaq","Greenland","70.73419952","-52.69620132"
"BGUT","","Ukkusissat Heliport","Ukkusissat","Greenland","71.04943849","-51.8900156"
"BIAR","AEY","Akureyri Airport","Akureyri","Iceland","65.66000366","-18.0727005"
"BIBA","","Bakki Airport","Bakki","Iceland","63.55609894","-20.13750076"
"BIBD","BIU","Bildudalur Airport","Bildudalur","Iceland","65.64129639","-23.5461998"
"BIBF","BGJ","Borgarfjörður eystri Airport","Borgarfjörður eystri","Iceland","65.5164032","-13.80500031"
"BIBK","BJD","Bakkafjörður Airport","Bakkafjörður","Iceland","66.02189636","-14.82439995"
"BIBL","BLO","Hjaltabakki Airport","Blönduós","Iceland","65.64499664","-20.28750038"
"BIBR","BQD","Búðardalur Airport","Búðardalur","Iceland","65.07530212","-21.8003006"
"BIBV","BXV","Breiðdalsvík Airport","Breiðdalsvík","Iceland","64.79000092","-14.02280045"
"BIDV","DJU","Djúpivogur Airport","Djúpivogur","Iceland","64.64420319","-14.28279972"
"BIEG","EGS","Egilsstaðir Airport","Egilsstadir","Iceland","65.28330231","-14.40139961"
"BIFF","FAS","Fáskrúðsfjörður Airport","Fáskrúðsfjörður","Iceland","64.93170166","-14.06060028"
"BIFM","FAG","Fagurhólsmýri Airport","Fagurhólsmýri","Iceland","63.87469864","-16.64109993"
"BIGF","GUU","Grundarfjörður Airport","Grundarfjordur","Iceland","64.99140167","-23.22470093"
"BIGJ","GJR","Gjögur Airport","Gjogur","Iceland","65.99530029","-21.32690048"
"BIGR","GRY","Grímsey Airport","Grímsey","Iceland","66.5458","-18.0173"
"BIHK","HVK","Hólmavík Airport","Hólmavík","Iceland","65.70469666","-21.69639969"
"BIHN","HFN","Hornafjörður Airport","Hofn","Iceland","64.295601","-15.2272"
"BIHT","FLI","Holt Airport","Flateyri","Iceland","66.01418043","-23.4416914"
"BIHU","HZK","Húsavík Airport","Husavik","Iceland","65.952301","-17.426001"
"BIHV","HVM","Krókstaðarmelar Airport","Hvammstangi","Iceland","65.2664032","-20.84690094"
"BIID","HLO","Ingjaldssanður Airport","Onundarfjörður","Iceland","66.05000305","-23.69610023"
"BIIS","IFJ","Ísafjörður Airport","Isafjordur","Iceland","66.05809784","-23.13529968"
"BIKF","KEF","Keflavik International Airport","Keflavik","Iceland","63.98500061","-22.60560036"
"BIKL","","Kirkjubæjarklaustur Airport","Kirkjubaejarklaustur","Iceland","63.79079819","-18.00139999"
"BIKP","OPA","Kópasker Airport","Kópasker","Iceland","66.31079865","-16.4666996"
"BIKR","SAK","Sauðárkrókur Airport","Saudarkrokur","Iceland","65.73169708","-19.57279968"
"BINF","NOR","Norðfjörður Airport","Nordfjordur","Iceland","65.13189697","-13.74639988"
"BIOF","OFJ","Ólafsfjörður Airport","Ólafsfjörður","Iceland","66.08329773","-18.66670036"
"BIPA","PFJ","Patreksfjörður Airport","Patreksfjordur","Iceland","65.555801","-23.965"
"BIRE","RHA","Reykhólar Airport","Reykhólar","Iceland","65.45262909","-22.20611572"
"BIRF","OLI","Rif Airport","Rif","Iceland","64.91139984","-23.82309914"
"BIRG","RFN","Raufarhöfn Airport","Raufarhöfn","Iceland","66.40640259","-15.91829967"
"BIRK","RKV","Reykjavik Airport","Reykjavik","Iceland","64.12999725","-21.94059944"
"BIRL","MVA","Reykjahlíð Airport","Myvatn","Iceland","65.65579987","-16.91810036"
"BISF","","Selfoss Airport","Selfoss","Iceland","63.92919922","-21.03779984"
"BISI","SIJ","Siglufjörður Airport","Siglufjordur","Iceland","66.133301","-18.9167"
"BIST","SYK","Stykkishólmur Airport","Stykkishólmur","Iceland","65.05809784","-22.7942009"
"BITE","TEY","Þingeyri Airport","Þingeyri","Iceland","65.87030029","-23.55999947"
"BITN","THO","Thorshofn Airport","Thorshofn","Iceland","66.21849823","-15.3355999"
"BIVM","VEY","Vestmannaeyjar Airport","Vestmannaeyjar","Iceland","63.42430115","-20.27890015"
"BIVO","VPN","Vopnafjörður Airport","Vopnafjörður","Iceland","65.72059631","-14.85060024"
"BKPR","PRN","Priština International Airport","Pristina","Serbia","42.5728","21.035801"
"CAB3","YBW","Bedwell Harbour Seaplane Base","Bedwell Harbour","Canada","48.75","-123.2330017"
"CAB4","YTP","Tofino Harbour Seaplane Base","Tofino Harbour","Canada","49.155","-125.91"
"CAC8","ZNA","Nanaimo Harbour Water Airport","Nanaimo","Canada","49.18330002","-123.9499969"
"CAD4","YZZ","Trail Airport","Trail","Canada","49.05559921","-117.6090012"
"CAD5","YMB","Merritt Airport","Merritt","Canada","50.12279892","-120.7470016"
"CAE3","YHH","Campbell River Seaplane Base","Campbell River","Canada","50.049999","-125.25"
"CAE5","YWS","Whistler/Green Lake Water Aerodrome","Whistler","Canada","50.14360046","-122.9489975"
"CAE9","YBF","Bamfield Seaplane Base","Bamfield","Canada","48.83330154","-125.1330032"
"CAF6","YIG","Big Bay Seaplane Base","Stuart Island","Canada","50.3923","-125.1372"
"CAG3","CJH","Chilko Lake (Tsylos Park Lodge) Airport","Chilko Lake","Canada","51.62609863","-124.1419983"
"CAG8","YPT","Pender Harbour Seaplane Base","","Canada","49.623785","-124.024884"
"CAH2","ZOF","Ocean Falls Seaplane Base","Ocean Falls","Canada","52.36669922","-127.7170029"
"CAH3","YCA","Courtenay Airpark","Courtenay","Canada","49.6794014","-124.9820023"
"CAJ3","CFQ","Creston Valley Regional Airport - Art Sutcliffe Field","Creston","Canada","49.03689957","-116.4980011"
"CAJ4","YAA","Anahim Lake Airport","Anahim Lake","Canada","52.45249939","-125.3030014"
"CAL3","DGF","Douglas Lake Airport","Douglas Lake","Canada","50.16546005","-120.1712734"
"CAL4","JHL","Fort MacKay/Albian Aerodrome","Albian Village","Canada","57.22389984","-111.4189987"
"CAL9","ZTS","Tahsis Seaplane Base","Tahsis","Canada","49.91669846","-126.6669998"
"CAM3","DUQ","Duncan Airport","Duncan","Canada","48.75453362","-123.7097025"
"CAM9","","Vancouver International Seaplane Base","Vancouver","Canada","49.177047","-123.168154"
"CAP3","YHS","Sechelt-Gibsons Airport","Sechelt","Canada","49.46060181","-123.7190018"
"CAP5","","Victoria Airport","Patricia Bay","Canada","48.65389205","-123.4504509"
"CAP7","YKK","Kitkatla Seaplane Base","Kitkatla","Canada","53.79999924","-130.4329987"
"CAQ3","","Coal Harbour Seaplane Base","Vancouver","Canada","50.59999847","-127.5830002"
"CAQ8","WPL","Powell Lake Seaplane Base","","Canada","49.88330078","-124.5329971"
"CAT4","XQU","Qualicum Beach Airport","Qualicum Beach","Canada","49.3372","-124.393997"
"CAT5","YMP","Port Mcneill Airport","Port Mcneill","Canada","50.57559967","-127.0289993"
"CAU8","YRN","Rivers Inlet Seaplane Base","Rivers Inlet","Canada","51.683985","-127.264044"
"CAV3","","One Hundred Mile House Airport","One Hundred Mile House","Canada","51.64250183","-121.3069992"
"CAV5","YTG","Sullivan Bay Seaplane Base","Sullivan Bay","Canada","50.885359","-126.831069"
"CAV7","YMU","Mansons Landing Seaplane Base","","Canada","50.06669998","-124.9830017"
"CAW5","","Port Hardy Seaplane Base","Port Hardy","Canada","50.71670151","-127.4830017"
"CAW8","YSX","Bella Bella/Shearwater Seaplane Base","Bella Bella","Canada","52.150002","-128.08299"
"CAX6","YGG","Ganges Seaplane Base","Ganges","Canada","48.8545","-123.4969"
"CAY4","YTB","Hartley Bay Seaplane Base","Hartley Bay","Canada","53.416698","-129.25"
"CAZ5","YZA","Cache Creek-Ashcroft Regional Airport","Cache Creek","Canada","50.775258","-121.321314"
"CBA9","","Ospika Airport","Williston Lake","Canada","56.27500153","-124.052002"
"CBBC","ZEL","Bella Bella (Campbell Island) Airport","Bella Bella","Canada","52.185001","-128.156994"
"CBC7","","Harbour (Public) Heliport","Vancouver","Canada","49.28689211","-123.1061123"
"CBF7","","Victoria Harbour (Camel Point) Heliport","Victoria","Canada","48.41809845","-123.3880005"
"CBS8","YPB","Alberni Valley Regional Airport","Port Alberni","Canada","49.321899","-124.931"
"CBW4","YBO","Bob Quinn Lake Airport","Bob Quinn Lake","Canada","56.96670151","-130.25"
"CBX5","TNS","Tungsten (Cantung) Airport","Tungsten","Canada","61.95690155","-128.2030029"
"CBX7","TUX","Tumbler Ridge Airport","Tumbler Ridge","Canada","55.02500153","-120.9349976"
"CCA6","YWM","Williams Harbour Airport","Williams Harbour","Canada","52.56689835","-55.78469849"
"CCD4","YSO","Postville Airport","Postville","Canada","54.9105","-59.78507"
"CCE4","YBI","Black Tickle Airport","Black Tickle","Canada","53.4693985","-55.78499985"
"CCH4","","Charlottetown Airport","Charlottetown","Canada","52.76499939","-56.11560059"
"CCK4","YFX","St. Lewis (Fox Harbour) Airport","St. Lewis","Canada","52.37279892","-55.6739006"
"CCP4","YHA","Port Hope Simpson Airport","Port Hope Simpson","Canada","52.52809906","-56.28609848"
"CCW3","","Waterville / Kings County Municipal Airport","Waterville","Canada","45.05189896","-64.65170288"
"CCZ2","YRG","Rigolet Airport","Rigolet","Canada","54.17969894","-58.45750046"
"CCZ3","","Clarenville Airport","Clarenville","Canada","48.27470016","-53.9239006"
"CDG2","","Digby (General Hospital) Heliport","Tremblay-en-France","France","44.61610031","-65.76190186"
